ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
124165,Banjara Hills,Hyderabad,Starbucks Coffee,400,4.2,500,Beverages  Ice Cream,Gvk1 Mall,58
128084,Banjara Hills,Hyderabad,Ubq By Barbeque Nation,300,3.7,500,"North Indian,Chinese,Biryani",Banjara Hills,57
129561,Banjara Hills,Hyderabad,Combo Stories By 10D Express,200,4.1,20,"Chinese,Indian,Thalis,North Indian,Pan-Asian,Oriental,Kebabs,Tandoor,Fast Food,Desserts,Asian,Combo,Grill,Hyderabadi,Lucknowi,Mughlai,Bowl Company, Keventers & more",Banjara Hills,66
130631,Chandrayangutta,Hyderabad,Ruby Restaurant,250,3.6,100,Biryani  Indian  Hyderabadi  Fast Food  Haleem,Charminar,67
131870,Kavadiguda,Hyderabad,4M Biryani House,250,4.1,10000,"Biryani,North Indian,Chinese",Nallakunta & Vidyanagar,41
132077,Habsiguda,Hyderabad,Amul Hav Mor @ Ice Crm Den,200,4.1,20,"Ice Cream,Desserts,Beverages",Uppal,52
133012,Dilsukhnagar,Hyderabad,Sahadeva Reddy'S Southern Spice,200,4.3,500,South Indian,Kothapet & Dilsukhnagar,38
136461,Darulshifa,Hyderabad,Pista House,200,4.1,1000,Bakery  Pizzas  Haleem,Naya Pool   Charminar,37
136524,Old Malakpet,Hyderabad,Lassi Shop - Malakpet,100,3.5,20,Ice Cream,Kothapet & Dilsukhnagar,37
136902,Banjara Hills,Hyderabad,Seasons Xprs,200,4.1,100,"Lebanese,Arabian",Banjara Hills,67
137284,Yakutpura,Hyderabad,Lazzat Restaurant,400,4,1000,"Biryani,North Indian,Chinese,Fast Food,Haleem",Charminar,47
142670,Hyderabad,Hyderabad,Shah Ghouse Cafe & Restaurant,350,4.1,5000,"Biryani,Chinese,Tandoor,Mughlai,North Indian",Lakdikapool,47
143664,Banjara Hills,Hyderabad,Ocean'S Basket,1500,3.8,20,Seafood,Banjara Hills,74
145240,Pathar Gatti,Hyderabad,Al Akbar Fast Food,200,4.2,100,"Chinese,North Indian",Charminar,38
150456,Gaddiannaram,Hyderabad,Bahar Biryani Cafe,350,4,100,"Biryani,North Indian,Chinese",Kothapet & Dilsukhnagar,50
152271,Himayatnagar,Hyderabad,Asian Pizzeria,300,3,100,"Fast Food,Pizzas,Continental,Beverages,Desserts",Nallakunta & Vidyanagar,41
153046,Himayatnagar,Hyderabad,Huber & Holly,500,4.2,100,"Pizzas,Beverages,Desserts,Ice Cream,Italian,Pastas",Himayath Nagar,28
159255,New Mallepally,Hyderabad,Turkish Central,200,3.5,1000,"Turkish,Arabian",Mallepally,39
163382,Tad Bun,Hyderabad,New Deccan Bakers And Sweet Shop,100,3.7,50,"Sweets,North Indian,Bakery",Mecca Colony Kalapather,58
164182,Kavadiguda,Hyderabad,Azaan Bait Al Mandi,350,3.9,100,Biryani,Rtc X Roads,33
164289,Shivaji Nagar,Hyderabad,Eagles Pizza,150,4,500,Pizzas,S.P.Road  Secunderabad,63
164991,Uppal,Hyderabad,Maggi Bowl,200,2.7,20,Fast Food,Prashant Nagar,71
166728,Nampally,Hyderabad,Balaji Mithai Bhandar,300,4.2,100,Sweets,Ek Minar Masjid Raoad,26
169611,Himayatnagar,Hyderabad,Trupthi Deluxe Mess,200,3.5,20,South Indian,Himayat Nagar,35
171102,Lnt Mall Musarambagh,Hyderabad,Kfc,400,4,1000,"American,Fast Food,Snacks",Lnt Mall Musarambagh,35
173999,New Malakpet,Hyderabad,Taco Bell,300,3.8,500,Mexican,L&T Mall Malakpet,37
174042,New Nallakunta,Hyderabad,Sri Santosh Family Dhaba,100,4,100,"Sweets,Fast Food",Shivamroad,38
175914,Banjara Hills,Hyderabad,La Pino'Z Pizza,300,4,1000,Pizzas,Road Number 12,56
177553,Tarnaka,Hyderabad,Rs Fast Food Center,150,3.8,100,"Chinese,Fast Food",Nacharam Main Road,63
178886,Kothapet,Hyderabad,Vasireddy Swagruha Foods,350,4.2,100,Sweets  South Indian  North Indian  Snacks,Kothapet,54
179095,Old Malakpet,Hyderabad,Subbayya Gari Hotel,300,4.1,1000,South Indian,Sri Krupa Market Malakpet,29
179337,Moghalpura,Hyderabad,Chinese Hut Fast Food,150,3.6,100,"Chinese,Fast Food",Charminar,45
179665,Amberpet,Hyderabad,Deccan Chinese Fast Food,200,2.9,80,"Chinese,Fast Food",Uppal Ramanthapur Amberpet,51
180645,Padmarao Nagar,Hyderabad,Nitchal Grand Restaurant,250,2.9,80,"North Indian,Chinese,Tandoor,Biryani",Padmarao Nagar,53
181115,Amberpet,Hyderabad,Good Lands Restaurant,300,4.2,100,"Biryani,North Indian,South Indian,Tandoor,Chinese",Tarnaka Nacharam & Malkajigiri,60
181120,Khairtabad,Hyderabad,The Pani Puri Monster,100,2.9,80,"Indian,Chinese,South Indian,Chaat",Anand Nagar,56
181708,Toli Chowki,Hyderabad,Dosa Factory,100,4.1,500,South Indian,Tolochowki Cross Roads,73
181941,Koti,Hyderabad,Svm Grand,300,4.2,20,"South Indian,North Indian,Chinese",Abids & Koti,32
181947,Kothapet,Hyderabad,Royal Fast Food,150,4,20,Chinese,Kothapet & Dilshuknagar,58
182824,Banjara Hills,Hyderabad,Feranoz,500,4.4,500,"Desserts,Italian,Bakery,Snacks,Pizzas",Zahara Nagar Banjara Hills,59
184256,Jubilee Hills,Hyderabad,Panchakattu Dosa,100,4.5,500,South Indian,Banjara Hills,73
189826,Talab Katta,Hyderabad,Moghal Hot Spot,200,3.2,20,"Biryani,Chinese",Charminar,52
190848,Bowenpally,Hyderabad,Trio-La Patisserie.,300,2.9,80,Desserts,Kharkhana & Trimulgherry,75
191985,Toli Chowki,Hyderabad,Mandar Restaurant,500,4.1,1000,"North Indian,Biryani,Chinese",Tolichowki,59
192026,Kothapet,Hyderabad,Quik Cakes.,500,2.9,80,"Bakery,Desserts",Madhapur,56
193192,Banjara Hills,Hyderabad,Speedy Wong,300,3.8,20,Chinese,Banjara Hills,63
193571,Himayath Nagar,Hyderabad,The Bowl Company,300,4.1,1000,"Continental,Indian,Pan-Asian,Chinese,Beverages,Desserts",Himayath Nagar,31
194562,Koti,Hyderabad,Mccafe By Mcdonald'S,250,2.9,80,"Beverages,Desserts",Abits Mpm Mall,35
197496,Abids,Hyderabad,Abids Bistro  Royalton Hotel,450,2.9,80,"Chinese,Kebabs,North Indian,South Indian,Tandoor",Abids & Koti,57
197971,Himayath Nagar,Hyderabad,Cfc Chinese Food Court,200,2.9,80,Chinese,Himayath Nagar,37
199317,Himayath Nagar,Hyderabad,Breakfast Express,200,4.3,100,Continental  North Indian  South Indian  Beverages,Himayath Nagar,33
201959,Banjara Hills,Hyderabad,Ohri'S Uppu,400,3,20,"Andhra,South Indian",Banjara Hills,68
202631,Toli Chowki,Hyderabad,Adam Bakers,150,3.9,50,Bakery,Tolichowki,68
208249,Khairtabad,Hyderabad,Al Karam Kalyani Biryani,200,3.1,20,Biryani,Somajiguda & Khairtabad,55
210403,Nampally,Hyderabad,Milan Juice Centre,150,4,1000,"Arabian,Juices",Nampally,30
211172,Uppal,Hyderabad,Tif In,150,3.5,20,Snacks  South Indian,Uppal Beerappagada,73
213935,Vijay Nagar Colony,Hyderabad,Roosterville,200,3.7,100,Indian,Santoshnagar & Saidabad,68
214318,New Malakpet,Hyderabad,Pvr Cafe,400,3.5,20,"Snacks,Fast Food,American",Kothapet & Dilsukhnagar,47
214809,Gowliguda,Hyderabad,Hotel Niagara,450,3.9,1000,"Haleem,Arabian,Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai",New Area,23
214964,Asif Nagar,Hyderabad,Lingaiah Hotel,200,4.5,100,South Indian,Mallepally,33
216730,Khairtabad,Hyderabad,Anupama Hotel,250,3.7,20,"Biryani,South Indian",Banjara Hills,45
223939,Himayath Nagar,Hyderabad,Rice++,100,3.9,20,Healthy Food,Narayanguda,33
223990,Himayath Nagar,Hyderabad,Eggsplode,150,4.2,100,"Salads,French,Beverages,Combo",Narayanguda,33
223991,Himayath Nagar,Hyderabad,Break The Bread - Sandwiches And Burgers,200,3.8,50,"Continental,Fast Food",Narayanguda,35
224001,Himayath Nagar,Hyderabad,The Burrito Bowl,200,4.2,50,Mexican  Beverages,Narayanguda,34
224130,Banjara Hills,Hyderabad,Lo! - Low Carb And Keto Foods,150,4.3,500,Healthy Food  Keto  North Indian  Continental,Devera Konda Basti,61
226467,Kharkhana & Trimulgherry,Hyderabad,Brown Bear,250,3.4,20,Bakery  Desserts,Kharkhana & Trimulgherry,76
228215,Banjara Hills,Hyderabad,Cafe Niloufer Premium Lounge,200,4.5,1000,Bakery  Fast Food  Snacks  Beverages,Banjara Hills,63
228227,Dilsukhnagar,Hyderabad,Telangana Inti Ruchulu,200,4.3,500,"South Indian,Telangana,Home Food",Kothapet & Dilsukhnagar,52
229977,Balkampet,Hyderabad,Persis Cafe,300,4.2,50,Indian,Ameerpet,66
231669,Himayatnagar,Hyderabad,Cheesiaano Pizza,300,4,100,"Italian,Pizzas",Vivek Nagar Chikkadpally,34
233050,Abids,Hyderabad,Faasos,200,4,50,"Combo,Snacks,Beverages,Desserts",Abids,37
233051,Abids,Hyderabad,Behrouz Biryani,500,3.8,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Abids,36
233052,Abids,Hyderabad,Oven Story Pizza,600,3.9,500,Pizzas,Abids,37
233053,Abids,Hyderabad,Firangi Bake,400,3.9,50,"Italian,Mexican,Pastas",Abids,39
233054,Abids,Hyderabad,Sweet Truth - Cake And Desserts,450,3.9,50,"Ice Cream,Bakery,Desserts,Beverages",Abids,37
233055,Abids,Hyderabad,The Good Bowl,400,3.9,50,North Indian  Punjabi  Biryani  Combo  Chinese  Beverages  Desserts  Jain  Indian  Hyderabadi  Mughlai,Abids,37
233056,Abids,Hyderabad,The Biryani Life,250,4,20,"Biryani,North Indian,Chinese",Abids,35
233057,Abids,Hyderabad,Lunchbox,200,4.1,100,"North Indian,Punjabi,Combo,Biryani,Healthy Food,Jain,Thalis,Indian,Mughlai,Desserts",Abids,36
233121,Himayath Nagar,Hyderabad,Eggasm,200,4,20,"Chinese,Indian",Himayath Nagar,28
233656,Kothapet,Hyderabad,Palamuru Grill,600,4.1,1000,"South Indian,Kebabs,Biryani",Kothapet & Dilsukhnagar,63
234274,Gowlipura,Hyderabad,Kitchen Maha Raja,250,4.3,20,Indian,Kothapet & Dilsukhnagar,52
235838,Banjara Hills,Hyderabad,Express By Ab'S,350,3.7,100,"Biryani,North Indian,Chinese,South Indian",Banjara Hills,67
237003,New Malakpet,Hyderabad,Burger King,350,4.1,1000,"American,Fast Food",Metro Rail Mall Multiplex,36
237054,Himayath Nagar,Hyderabad,Cafe Bahar Since 1973,300,4,5000,"Mughlai,Biryani,Indian,Chinese,Tandoor",Himayath Nagar,29
240742,New Malakpet,Hyderabad,Mandi King Arabian Restaurant,500,3.9,1000,"Arabian,Tandoor,North Indian,Chinese,Desserts",Kurmagudasaidabad Main Road,33
240756,Banjara Hills,Hyderabad,Sauced Up,200,4.4,500,"American,Fast Food",Masab Tank,47
240758,Madannapet Colony,Hyderabad,Rumaan Restaurant,300,4,100,"Biryani,Tandoor,North Indian,Chinese,Kebabs,Mughlai",Santoshnagar & Saidabad,44
240865,Lakdikapul,Hyderabad,Arabella House Of Arabic & Lebanese Cuisine,1000,3.7,20,Indian,Banjara Hills,53
240895,Lakdikapul,Hyderabad,Pathemari Kerala Restaurant,300,4.1,500,"Kerala,South Indian",Nampally Metro Station,30
241381,Uppal,Hyderabad,Seema Ruchulu,300,3.6,100,"Indian,South Indian",Uppal,65
243213,Kavadiguda,Hyderabad,Tempteas,100,3.4,20,Beverages  Snacks,Nallakunta & Vidyanagar,40
246946,Begumpet,Hyderabad,Cakes11,200,4,100,Bakery  Desserts,Banjara Hills,62
248512,Narayanguda,Hyderabad,Miami Shakes & More,300,3,100,"Beverages,Desserts",Old Mla Quarters Road,31
248878,Kothapet & Dilshuknagar,Hyderabad,Chung Hua Estd 1983,300,3.9,500,"Chinese,Asian,Thai,Seafood,Singaporean",Kothapet & Dilshuknagar,58
249303,New Malakpet,Hyderabad,Melting Pot,400,3.7,50,"Chinese,North Indian",Kothapet & Dilsukhnagar,43
250244,Malakpet,Hyderabad,Rabiyas Kitchen,250,4.2,50,Indian,Santoshnagar & Saidabad,45
250683,Himayatnagar,Hyderabad,Zomoz-The Momo Company,150,4.3,500,"Fast Food,Tibetan,Chinese",Himayath Nagar,31
251568,Punjagutta,Hyderabad,Cookie Man Next Galleria Punjagutta,200,4.1,20,Bakery  Desserts  Australian  Snacks,Banjara Hills,73
251577,Adikmet,Hyderabad,Euphoria,800,4.7,100,Desserts,Himayath Nagar,27
255077,Khairtabad,Hyderabad,Ek Pyali Chai,150,4.2,50,Beverages  Chaat  Desserts  Fast Food  Juices,Lakdikapul,36
257962,Saidabad,Hyderabad,Karachi Bakery Santoshnagar,200,4.6,50,Bakery  Desserts  Fast Food  Snacks,Santoshnagar & Saidabad,49
258539,Banjara Hills,Hyderabad,Nanking C.R - Estd 1957,600,4.3,500,Indian,Banjara Hills,75
259063,Narayanguda,Hyderabad,Starboy Pizza & Shakes,300,3.6,100,"Pizzas,American,Fast Food,Desserts,Beverages",Old Mla Quarters Road,36
262087,Redhills,Hyderabad,Imperial Multi-Cuisine Restaurant,400,4,1000,"Biryani,Tandoor,North Indian,Chinese,Kebabs,Mughlai",Banjara Hills,39
262276,Himayatnagar,Hyderabad,Gabru Di Chaap,300,3.9,100,"Fast Food,North Indian",Himayath Nagar,35
264304,Gaddiannaram,Hyderabad,A-1 Chicken Pakoda,250,4,1000,"Biryani,Kebabs,Indian,Chinese,Mughlai,Fast Food",Kothapet & Dilsukhnagar,40
264320,Himayatnagar,Hyderabad,The Waffle Co,200,4.1,100,"Ice Cream,Desserts,Beverages",Himayathnagar,33
264926,Banjara Hills,Hyderabad,Hard Rock Cafe Hyderabad,900,4,100,"American,Continental,Indian",Balapur Basthi,66
267395,Habsiguda,Hyderabad,R R Fast Food,150,3.2,20,Chinese,Uppal,53
267550,Nacharam,Hyderabad,Pizza Paradise,300,4.3,20,Fast Food,Tarnaka Nacharam & Malkajigiri,73
269958,Banjara Hills,Hyderabad,Iqbatan Restaurant,500,2.9,80,"Arabian,Mughlai,Indian",Banjara Hills,57
285101,Kavadiguda,Hyderabad,Okra - Marriott,1000,3.9,500,"North Indian,Chinese,Biryani",Kavadiguda,70
287952,Kothapet,Hyderabad,Gv'S Hotel Godavari,150,4.3,100,Indian,Kothapet & Dilsukhnagar,57
288625,Banjara Hills,Hyderabad,Superlean Meals,300,4.2,100,Healthy Food  Juices  Continental,Zahra Nagar,63
289368,Toli Chowki,Hyderabad,The Frozen Village,300,2.9,80,Desserts,Tolichowki,84
289374,Jubilee Hills,Hyderabad,Chopstick Chan,200,4.1,50,Chinese,Madhapur,76
291062,Kothapet,Hyderabad,Corner Bowls,200,3.1,20,"Indian,Italian,Fast Food",Sai Tirumala Nivas Green Hills Colony,62
293465,Brindavan Colony,Hyderabad,Aaha Emi Ruchi,400,4.5,20,"Biryani,South Indian,North Indian",Santoshnagar & Saidabad,65
294627,Saidabad,Hyderabad,Klip2Deal Homefood,200,2.9,80,Indian,Santoshnagar & Saidabad,50
296084,Himayatnagar,Hyderabad,Haiking Chinese Restaurant,1000,4.3,500,Chinese,Himayath Nagar,35
297563,Abids,Hyderabad,Slay Coffee,200,4.1,100,Beverages  Desserts,Abids,40
297861,Nacharam,Hyderabad,Tasty Dragon - Chinese Kitchen,200,4.2,100,Chinese,Uppal,66
300026,Koti,Hyderabad,Kolhapuri Thaska,100,3.9,20,"Indian,Fast Food",Jambagh,42
300360,Kiran Nagar,Hyderabad,Barbeque Nation,600,3.4,100,"North Indian,Chinese,Biryani",Kothapet,60
302947,Ameerpet,Hyderabad,Chai Kings,150,4.5,1000,Fast Food  Combo  Desserts  Beverages,Ameerpet,62
303130,Nampally,Hyderabad,Hotel Shezan - Exhibition Ground,200,4.4,100,"Indian,Biryani,Chinese",Gandhi Bhavan Exhibithion Ground,29
303939,Khairtabad,Hyderabad,Astoria Restaurant,300,3.7,20,"Biryani,Chinese,Indian",Saifabad,40
304203,Nampally,Hyderabad,Voulga Restaurant,500,3.7,20,North Indian  Chinese  Biryani  Fast Food,Aghapura,36
304497,Himayatnagar,Hyderabad,Saara Veg,400,4.2,50,"Indian,Chinese",Himayath Nagar,36
305084,Redhills,Hyderabad,Biryani Tales -By Rayalaseema Ruchulu,399,3.7,20,"Biryani,Kebabs,Hyderabadi,Tandoor",Banjara Hills,39
305092,Redhills,Hyderabad,Oriental Tales - By Rayalaseema Ruchulu,399,2.9,80,"Chinese,Pan-Asian,Seafood,Oriental",Banjara Hills,60
305285,Punjagutta,Hyderabad,Spicy Punjabi Thalis,400,3.6,20,Punjabi,Banjara Hills,64
305292,Himayatnagar,Hyderabad,Muddapappu Avakai.Com,300,3.9,100,South Indian,Himayath Nagar,31
305365,Narayanguda,Hyderabad,Old Mumbai Ice Cream,200,3.7,20,Ice Cream,Himayath Nagar,28
308352,Himayatnagar,Hyderabad,Waffle Studio,300,3.6,100,"Snacks,Indian",Himayath Nagar,36
310222,Malkajgiri,Hyderabad,Inti Bhojnam,300,3.3,20,South Indian,Tarnaka  Nacharam & Malkajigiri,82
310261,Khairtabad,Hyderabad,Express Cafe By Holiday Inn Express,800,2.9,80,"Indian,Chinese",Somajiguda,67
311964,Saidabad,Hyderabad,Devikas Kitchen - Multi Cuisine,500,2.9,80,"Indian,Fast Food,Snacks",Saidabad,52
312644,Banjara Hills,Hyderabad,Slurpy Shakes,200,3.9,50,Beverages,Banjara Hills,63
312662,Banjara Hills,Hyderabad,Cupcake Bliss Cake & Desserts,200,4.1,100,Desserts  Bakery  Ice Cream,Banjara Hills,62
312800,Khairtabad,Hyderabad,Hilton Restaurant,300,4.2,1000,"North Indian,Chinese,Biryani",Somajiguda & Khairtabad,47
312803,Kothapet,Hyderabad,Zest Kitchen,250,3.7,100,"Indian,North Indian,Chinese,Biryani,Tandoor",Roadnumber1Srkpuram,63
313301,Banjara Hills,Hyderabad,The Dessert Zone,300,4.1,100,"Bakery,Desserts,Ice Cream,Beverages",Banjara Hills,63
313443,Mehdipatnam,Hyderabad,Al Madina Chicken Haleem,150,3.3,20,"North Indian,Chinese,Biryani",Migh Colony,48
313767,Banjara Hills,Hyderabad,Warmoven Cake & Desserts,200,4.2,500,"Bakery,Desserts,Ice Cream",Banjara Hills,64
313806,Khairtabad,Hyderabad,Teju Mess,200,4,50,South Indian,Somajiguda & Khairtabad,47
313809,Kothapet,Hyderabad,Occasionkart.Com,800,2.9,80,"Desserts,Bakery",Chaitanyapuri,52
313825,Humayun Nagar,Hyderabad,Gulbarga'S Mama Puri & Special Snacks,149,4.1,100,"Snacks,Desserts",Mehdipatnam,52
313926,Himayatnagar,Hyderabad,Samosa Singh,100,4,500,"Fast Food,Snacks,North Indian,Desserts,Beverages,Street Food,Combo",Jawahar Nagar,37
314746,New Nallakunta,Hyderabad,Sri Siddhartha Tiffins And Meals,150,4.3,1000,"Beverages,South Indian",Nallakunta & Vidyanagar,35
315343,Ameerpet,Hyderabad,2 Chefs Cafe,100,3.9,100,Snacks  Fast Food  Beverages,Ameerpet,62
317753,Zamistanpur,Hyderabad,Snehitha Restaurant,160,4.4,100,"South Indian,Indian",Himayath Nagar,37
320004,Banjara Hills,Hyderabad,Chandni Chowk,150,3.8,50,North Indian  Combo  Street Food  Fast Food  Beverages,Banjara Hills,49
320222,New Nallakunta,Hyderabad,Pizza Hut,350,3.7,500,Pizzas  Fast Food,Shivam Road,46
320739,New Gayatri Nagar,Hyderabad,Wholesale Cakes,300,3.4,50,Bakery  Desserts,Kothapet & Dilsukhnagar,67
322733,Kothapet,Hyderabad,Kings Natraj Bakers,300,4,20,Fast Food,Manikonda,56
323803,Lb Nagar,Hyderabad,Sri Venkateshwara Tiffin'S,300,2.9,80,North Indian,Lb Nagar,77
326294,New Gayatri Nagar,Hyderabad,Special Cakes,200,2.9,80,Desserts,Kothapet & Dilsukhnagar,74
327151,Dilsukhnagar,Hyderabad,Wok 21 Chinese,400,3.8,20,"Chinese,North Indian",Kothapet & Dilsukhnagar,46
327178,Uppal,Hyderabad,Madhusudhanreddy Hotel,150,3.6,20,"South Indian,Chinese,Biryani",Uppal,60
327414,Amberpet,Hyderabad,Bhagmati Biryani,250,3.6,100,"Biryani,Telangana",Nallakunta & Vidyanagar,41
328350,Himayatnagar,Hyderabad,Brownie Heaven,200,2.9,80,Desserts,Himayath Nagar,38
328570,Koti,Hyderabad,Balaji Dhaba,400,3.6,100,"North Indian,Biryani,Chinese,Indian,Tandoor",Himayath Nagar,35
329884,New Malakpet,Hyderabad,Steves Kitchen,200,3.7,50,"Chinese,Indian,Snacks",Kothapet & Dilsukhnagar,48
330456,Toli Chowki,Hyderabad,Sounds Cheesy,300,4.1,100,Indian,Tolichowki,73
330891,Narayanguda,Hyderabad,Rolls & Bowls By Feedx,200,3.5,100,"Fast Food,North Indian,Snacks,Salads,Beverages,Indian,Pastas",Himayath Nagar,32
332172,New Malakpet,Hyderabad,Grill Station,200,3.9,20,Indian,Kothapet & Dilsukhnagar,44
332629,Uppal,Hyderabad,Marrakesh,300,3.8,100,"Biryani,North Indian,Arabian,Lebanese",Uppal,72
332633,Uppal,Hyderabad,Urban Orient Express,300,3.6,100,"Chinese,Thai,Seafood,Asian",Uppal,72
333585,Himayatnagar,Hyderabad,The Exotic Shawarma,250,3.8,50,"Arabian,Fast Food",Himayath Nagar,44
333760,Banjara Hills,Hyderabad,Nasheman Hotel  Altaf Bakery,500,4.1,50,"Hyderabadi,Tandoor,Kebabs,Grill,Biryani",Nai Basthi Ahmed Nagar,50
334185,Abids,Hyderabad,Sohanlal Tea Time,160,2.9,80,Beverages  South Indian,Somajiguda & Khairtabad,35
334208,Narayanguda,Hyderabad,Chickpet Donne Biryani House,400,3.7,100,Indian,Himayath Nagar,28
334799,Banjara Hills,Hyderabad,Swastik Udupi Vef,48,3.4,20,"South Indian,Snacks",Banjara Hills,35
337162,Banjara Hills,Hyderabad,Fishland Express,350,3.8,500,"Biryani,Chinese,South Indian,North Indian,Tandoor",Banjara Hills,61
337297,Gowlipura,Hyderabad,Homely Kitchen,200,3.8,20,North Indian,Kothapet & Dilsukhnagar,53
337841,Himayatnagar,Hyderabad,Grabz,250,3.8,50,"Italian,Continental",Himayath Nagar,35
339074,Toli Chowki,Hyderabad,Great Bakers,300,4.1,50,"Italian,Pizzas,Pastas,Indian,Desserts,American",Tolichowki,76
339287,Banjara Hills,Hyderabad,Spice 6 Global Dining,900,4.2,100,"Indian,Fast Food,Chinese,Arabian,Desserts",Banjara Hills,55
339581,Himayath Nagar,Hyderabad,Krishna Idli And Dosa,250,3.9,100,"South Indian,Chinese,Pizzas,Andhra,Hyderabadi,Maharashtrian,Fast Food,Salads,Beverages,North Indian",Agarwal Chambers,29
339915,Banjara Hills,Hyderabad,Chickn Wickn,200,3.9,20,"North Indian,Chinese,Biryani",Banjara Hills,61
339985,Himayatnagar,Hyderabad,Momo Cafe,250,3.6,100,Chinese,Chikkadpally,34
339988,Gowliguda,Hyderabad,Shawarma And Chinese Fast Food,300,2.9,80,Indian,Himayath Nagar,34
341134,Humayun Nagar,Hyderabad,Juice Box,150,2.9,80,"Beverages,Snacks",Mehdipatnam,54
341347,Mehdipatnam,Hyderabad,Hottie And Spicy Chat And Juices,200,4.4,20,"Snacks,Beverages",Tolichowki,55
341437,Banjara Hills,Hyderabad,Onesta,200,3.6,1000,"Italian,Desserts,Pizzas,American,Snacks",Anr Center Banjara Hills,58
341616,Ameerpet,Hyderabad,Fruit Bite Natural Juices & Salads.,200,4.4,500,Juices,Ameerpet,63
342064,Basheer Bagh,Hyderabad,The Tea Tree,100,2.9,80,Beverages,Himayath Nagar,36
342204,Chanakyapuri,Hyderabad,Meghana Tiffin Center,50,4.3,500,South Indian,Kothapet & Dilsukhnagar,64
343304,Huda Complex,Hyderabad,Burger Hubs,300,2.9,80,"Desserts,Beverages",Kothapet & Dilsukhnagar,62
345491,Himayath Nagar,Hyderabad,Big Bowl,250,3.7,50,Chinese,Himayath Nagar,38
347748,Huda Complex,Hyderabad,Zaika Bites,300,2.9,80,Indian,Kothapet & Dilsukhnagar,57
347909,Abids,Hyderabad,Gullu Dada'S Biryani,500,3.8,50,"Biryani,Hyderabadi,Desserts",Somajiguda & Khairtabad,27
348285,Gunrock Enclave,Hyderabad,Maharaja Dosa,200,3.6,20,South Indian,Kharkhana & Trimulgherry,65
348662,Narayanguda,Hyderabad,Cakezone,200,4,1000,"Desserts,Bakery,Sweets,Ice Cream,Beverages,Juices,Bengali",Himayath Nagar,30
349963,Uppal,Hyderabad,Kailas Food Centre,99,2.9,80,South Indian,Uppal,69
350067,Chudi Bazaar,Hyderabad,Pranav Dhaba,200,4.1,20,"Indian,Chinese",Begum Bazar,42
350109,Banjara Hills,Hyderabad,House Of Desserts,300,3.9,20,Desserts,Banjara Hills,61
350429,Himayat Nagar,Hyderabad,Shrodinger'S Pizza,350,2.9,80,Pizzas,Himayat Nagar,34
350735,Himayatnagar,Hyderabad,Farmbowl By Urbankisaan,300,4.2,500,"Healthy Food,Salads",Himayath Nagar,27
350943,Khairtabad,Hyderabad,Shree Venkateshwara Coffee Shop,200,4.2,20,"North Indian,Snacks,Beverages",Banjara Hills,40
351193,Hakimpet,Hyderabad,Haleem House,200,3.9,100,"North Indian,Chinese,Biryani",Tolichowki,64
352022,Ameerpet,Hyderabad,Surprise India - Online Cake Delivery,200,3.7,20,Bakery,Ameerpet,78
352684,Banjara Hills,Hyderabad,Mendy'S Burger,500,2.9,80,"Continental,Beverages",Banjara Hills,68
352897,Padmarao Nagar,Hyderabad,Pkp - Pidata Kinda Pappu,150,2.9,80,Snacks  Indian,Nallakunta & Vidyanagar,62
353278,Feelkhana,Hyderabad,Hotel Rajdhani,500,3.8,20,North Indian  South Indian  Biryani  Tandoor,Himayath Nagar,39
353591,Banjara Hills,Hyderabad,Mandi @36,1000,4.1,500,"Arabian,Continental,Haleem",Banjara Hills,56
353915,Toli Chowki,Hyderabad,Bakewell Cake House,100,4.1,100,"Bakery,Fast Food,Pizzas,Sweets",Tolichowki,66
354536,Basheer Bagh,Hyderabad,Shahi Zaiqa,750,4.2,50,Biryani  North Indian  Chinese,Himayath Nagar,35
354672,Banjara Hills,Hyderabad,Udupi Dosa House,100,4.2,100,South Indian,Banjara Hills,57
354818,Golconda Fort,Hyderabad,Saira Home Made Food,300,4.4,50,Indian,Tolichowki,86
354889,Kavadiguda,Hyderabad,Bismillah Hotel,100,3.4,100,"South Indian,Thalis,Beverages",Nallakunta & Vidyanagar,40
354955,Nampally,Hyderabad,Mataam Al Jazirah,300,4.2,50,"Desserts,Arabian,Beverages",Nampally,36
356203,Velly View Enclave,Hyderabad,The Shawarma Spot,160,4,20,Continental,Suncity & Bandlaguda,35
356261,Toli Chowki,Hyderabad,Pizza Store,300,2.9,80,"Fast Food,Pizzas",Tolichowki,81
356513,Koti,Hyderabad,Mandi Pride,400,3.8,20,Indian,Himayath Nagar,34
356725,Himayath Nagar,Hyderabad,Khichdi Experiment,250,4.3,100,"Home Food,Indian,Healthy Food,North Indian,Snacks,Maharashtrian,Sweets,South Indian,Combo,Desserts,Beverages,Kebabs",Himayatnagar,32
356727,Himayath Nagar,Hyderabad,Bowlsome,250,3.6,20,"Asian,North Indian,Continental,Healthy Food,Punjabi,Home Food,Oriental,Desserts,Beverages,Pan-Asian,Bengali,Mangalorean,Kashmiri,Lucknowi,Chinese,Sweets,Kebabs,Combo,Rajasthani,Awadhi",Himayatnagar,35
